time_stamp,measurements,Subject,Session,labels
1970-01-01 00:00:00.000,"[0.2216461, 8.46, 4.836329, -0.001349607, -0.01484007, -0.01444444]",7,4,0
1970-01-01 00:00:00.025,"[0.2005755, 8.45, 4.819425, -0.002015773, 0.00395268, -0.00736488]",7,4,0
1970-01-01 00:00:00.050,"[0.3469141, 8.456543, 4.81, -0.002894016, 0.003126494, -0.005090601]",7,4,0
1970-01-01 00:00:00.075,"[0.3407546, 8.459623, 4.839245, -0.004691326, -0.01555556, -0.008271541]",7,4,0
1970-01-01 00:00:00.100,"[0.2589454, 8.443578, 4.868211, -0.002222222, -0.006104791, -0.009535984]",7,4,0
1970-01-01 00:00:00.125,"[0.2221738, 8.451087, 4.860725, 0.002211127, -0.007524964, -0.006677762]",7,4,0
1970-01-01 00:00:00.150,"[0.2391834, 8.429456, 4.845136, 0.005342179, 0.003664455, -0.003002212]",7,4,0
1970-01-01 00:00:00.175,"[0.4114814, 8.477685, 4.796944, 0.003388402, 0.004554581, -0.00311306]",7,4,0
1970-01-01 00:00:00.200,"[0.3, 8.444124, 4.82, 0.003127634, -0.009094588, -0.006923791]",7,4,0
1970-01-01 00:00:00.225,"[0.2994482, 8.459448, 4.820552, -0.001160289, -0.001575227, -0.01]",7,4,0
1970-01-01 00:00:00.250,"[0.3085122, 8.477768, 4.838512, -0.001455897, -0.002567008, -0.008812134]",7,4,0
1970-01-01 00:00:00.275,"[0.2504297, 8.45957, 4.888711, -0.001111111, -0.003940859, -0.008133511]",7,4,0
1970-01-01 00:00:00.300,"[0.2390598, 8.446795, 4.83547, -0.002222222, -0.004026075, -0.004913407]",7,4,0
1970-01-01 00:00:00.325,"[0.3321657, 8.462433, 4.802701, 0.001458804, 0.00324641, -0.002135299]",7,4,0
1970-01-01 00:00:00.350,"[0.3409618, 8.440962, 4.82, 0.002825804, -0.001088182, -0.005724732]",7,4,0
1970-01-01 00:00:00.375,"[0.2502792, 8.440279, 4.820279, -0.001111111, -0.009322752, -0.005772487]",7,4,0
1970-01-01 00:00:00.400,"[0.222394, 8.487606, 4.852818, -0.001351209, 0.001366544, -0.002957851]",7,4,0
