time_stamp,measurements,Subject,Session,labels
1970-01-01 00:00:00.000,"[-0.1430573, 9.490828, 2.37, -0.003017877, 0.002382288, 0.007302255]",5,2,0
1970-01-01 00:00:00.025,"[-0.1153112, 9.472656, 2.4, -0.002371825, 0.0002706349, 0.008198016]",5,2,0
1970-01-01 00:00:00.050,"[-0.1555619, 9.458876, 2.4, -0.001280695, -0.002692986, 0.007777778]",5,2,0
1970-01-01 00:00:00.075,"[-0.1667664, 9.473234, 2.4, -0.004444444, -0.005241661, 0.005555556]",5,2,0
1970-01-01 00:00:00.100,"[-0.16, 9.49, 2.38761, -0.007114658, 0.0008900712, 0.002891253]",5,2,0
1970-01-01 00:00:00.125,"[-0.1226101, 9.49, 2.40261, -0.001364569, 0.008206605, 0.003333333]",5,2,0
1970-01-01 00:00:00.150,"[-0.1098444, 9.475078, 2.405078, -0.001854595, 0.004444444, 0.002222222]",5,2,0
1970-01-01 00:00:00.175,"[-0.1187161, 9.47, 2.448716, -0.002484877, -0.0008081292, 0.0002828186]",5,2,0
1970-01-01 00:00:00.200,"[-0.1075356, 9.472512, 2.404976, -0.002593054, -0.001296527, -0.0006482635]",5,2,0
1970-01-01 00:00:00.225,"[-0.1027229, 9.475149, 2.402426, 0.005095907, 0.00157076, -0.003601168]",5,2,0
1970-01-01 00:00:00.250,"[-0.1361472, 9.46, 2.398442, 0.001759356, -0.001759356, -0.006018422]",5,2,0
1970-01-01 00:00:00.275,"[-0.1257846, 9.467354, 2.402646, 0.0002787023, 0.0005500086, -0.007224071]",5,2,0
1970-01-01 00:00:00.300,"[-0.1388388, 9.46628, 2.414882, -0.001585626, 0.002222222, -0.007989977]",5,2,0
1970-01-01 00:00:00.325,"[-0.15, 9.467943, 2.38617, 0.0001769225, -0.00393312, -0.01008846]",5,2,0
1970-01-01 00:00:00.350,"[-0.15, 9.48, 2.389488, -0.001111111, -0.001425879, -0.008574121]",5,2,0
1970-01-01 00:00:00.375,"[-0.18, 9.483921, 2.4, -0.0004055729, -0.0002351794, -0.006261094]",5,2,0
1970-01-01 00:00:00.400,"[-0.1676493, 9.4749, 2.409801, -0.003333333, 0.0028751, -0.004444444]",5,2,0
1970-01-01 00:00:00.425,"[-0.1420159, 9.477984, 2.42, 0.001145339, 0.004478672, -0.003333333]",5,2,0
1970-01-01 00:00:00.450,"[-0.1555564, 9.49, 2.431113, -0.001848635, 0.001479873, -0.005186793]",5,2,0
1970-01-01 00:00:00.475,"[-0.1407604, 9.44538, 2.397719, -0.003214162, -0.001441758, -0.004563616]",5,2,0
1970-01-01 00:00:00.500,"[-0.1555176, 9.485518, 2.396724, 0.002222222, -0.003333333, -0.00509941]",5,2,0
1970-01-01 00:00:00.525,"[-0.08750666, 9.453753, 2.4, -0.001683789, 0.002726409, -0.003871766]",5,2,0
1970-01-01 00:00:00.550,"[-0.09571011, 9.47, 2.39287, 0.0, 0.004701056, -0.005896833]",5,2,0
