time_stamp,measurements,Subject,Session,labels
1970-01-01 00:00:00.000,[-1.173102e+00  9.536898e+00  1.657673e+00 -3.333333e-03  3.287481e-02],3,1,0
1970-01-01 00:00:00.025,[-8.597913e-01  9.600000e+00  1.700000e+00  1.310612e-03  4.727902e-02],3,1,0
1970-01-01 00:00:00.050,[-7.989262e-01  9.634421e+00  1.706695e+00  5.197743e-03  2.698681e-02],3,1,0
1970-01-01 00:00:00.075,[-9.672133e-01  9.600000e+00  1.748010e+00  6.896897e-03  1.000000e-02],3,1,0
1970-01-01 00:00:00.100,[-9.279917e-01  9.650507e+00  1.697992e+00  7.755890e-03  1.886700e-02],3,1,0
1970-01-01 00:00:00.125,[-7.581709e-01  9.604513e+00  1.712683e+00  1.999930e-02  6.673619e-03],3,1,0
1970-01-01 00:00:00.150,[-0.8540615   9.655256    1.665085    0.01569212 -0.01406425],3,1,0
1970-01-01 00:00:00.175,[-9.400000e-01  9.590392e+00  1.609608e+00  1.165934e-02  1.962764e-03],3,1,0
1970-01-01 00:00:00.200,[-8.528964e-01  9.588445e+00  1.600000e+00  3.451463e-03  2.186783e-02],3,1,0
1970-01-01 00:00:00.225,[-6.760538e-01  9.590000e+00  1.623946e+00 -2.217439e-03  1.993782e-02],3,1,0
1970-01-01 00:00:00.250,[-6.849335e-01  9.624053e+00  1.689867e+00  2.845352e-03 -4.634616e-03],3,1,0
1970-01-01 00:00:00.275,[-7.599689e-01  9.629907e+00  1.690031e+00 -4.809512e-04 -1.927857e-02],3,1,0
1970-01-01 00:00:00.300,[-7.330452e-01  9.666090e+00  1.666090e+00  6.580303e-03 -4.623485e-02],3,1,0
1970-01-01 00:00:00.325,[-0.6979565   9.529946    1.679946    0.02115591 -0.05891129],3,1,0
1970-01-01 00:00:00.350,[-1.045329    9.976859    1.707664    0.03446213 -0.05777778],3,1,0
1970-01-01 00:00:00.375,[-0.7883835   9.55084     1.832995    0.09477235 -0.07985011],3,1,0
1970-01-01 00:00:00.400,[-0.8370699   9.494233    1.65214     0.09513126 -0.1268529 ],3,1,0
1970-01-01 00:00:00.425,[-1.048773   9.61319    2.035583   0.1495947 -0.1139343],3,1,0
1970-01-01 00:00:00.450,[-1.09        9.161605    1.83679     0.1230094  -0.05916684],3,1,0
1970-01-01 00:00:00.475,[-0.8864114   9.801962    1.720598    0.09331844 -0.02710515],3,1,0
1970-01-01 00:00:00.500,[-0.8550339   9.768051    1.636576    0.1098778  -0.06346002],3,1,0
1970-01-01 00:00:00.525,[-1.394684    9.181382    1.413013    0.07854366 -0.09822003],3,1,0
1970-01-01 00:00:00.550,[-1.829805    9.442179    1.343268    0.04418075 -0.02080774],3,1,0
1970-01-01 00:00:00.575,[-1.697621    9.542913    1.49        0.01258376  0.08662461],3,1,0
1970-01-01 00:00:00.600,[-1.240998    9.670607    1.462818    0.01038304  0.1743168 ],3,1,0
1970-01-01 00:00:00.625,[-0.7471856   9.63985     1.14985     0.03333333  0.0843925 ],3,1,0
1970-01-01 00:00:00.650,[-1.142782e+00  9.517888e+00  1.406056e+00 -2.793152e-03  4.987902e-02],3,1,0
1970-01-01 00:00:00.675,[-1.030558    9.840558    1.393909   -0.03777778  0.07721394],3,1,0
1970-01-01 00:00:00.700,[-1.316367    9.800762    1.566816   -0.0361538   0.08921356],3,1,0
1970-01-01 00:00:00.725,[-1.204553    9.575803    1.296786   -0.04740202  0.1920222 ],3,1,0
1970-01-01 00:00:00.750,[-0.8619418   9.388058    1.185036   -0.06659885  0.2273668 ],3,1,0
1970-01-01 00:00:00.775,[-0.5638431   9.766157    1.286152   -0.05985549  0.1442218 ],3,1,0
1970-01-01 00:00:00.800,[-0.7655412   9.678476    1.420527   -0.04317813  0.03824338],3,1,0
1970-01-01 00:00:00.825,[-1.277394    9.432606    1.424566   -0.0645774   0.04202832],3,1,0
1970-01-01 00:00:00.850,[-1.151155    9.484226    1.456536   -0.08339286  0.1206728 ],3,1,0
1970-01-01 00:00:00.875,[-0.3280901  9.672739   1.440913  -0.0987114  0.1873377],3,1,0
1970-01-01 00:00:00.900,[ 0.06579413  9.48535     1.490701   -0.09705897  0.1941595 ],3,1,0
1970-01-01 00:00:00.925,[ 0.2453884  9.618479   1.405372  -0.1704989  0.1562132],3,1,0
1970-01-01 00:00:00.950,[ 0.4928949  9.82614    1.192895  -0.2160493  0.1314816],3,1,0
1970-01-01 00:00:00.975,[ 0.9219717   9.753011    1.271074   -0.2329625   0.05889449],3,1,0
1970-01-01 00:00:01.000,[ 0.7934135   9.808293    1.431707   -0.225461   -0.05572101],3,1,0
1970-01-01 00:00:01.025,[-0.3234609  9.454944   1.516674  -0.2053276 -0.1176923],3,1,0
1970-01-01 00:00:01.050,[-8.836485e-01  9.357947e+00  1.633324e+00 -2.604184e-01  8.755861e-03],3,1,0
1970-01-01 00:00:01.075,[-0.6079288  9.523786   1.512427  -0.2971402  0.1455011],3,1,0
1970-01-01 00:00:01.100,[-0.3873112  9.626623   1.739771  -0.3194637  0.1815072],3,1,0
1970-01-01 00:00:01.125,[-0.08244072  9.682348    1.836478   -0.2743398   0.1164053 ],3,1,0
1970-01-01 00:00:01.150,[-0.6814934  9.392855   2.520132  -0.3340196  0.1340473],3,1,0
1970-01-01 00:00:01.175,[-0.3188664  9.614696   2.149352  -0.3472081  0.2341041],3,1,0
1970-01-01 00:00:01.200,[ 0.0567591  9.361919   2.53968   -0.3143959  0.2685002],3,1,0
1970-01-01 00:00:01.225,[ 0.26       9.701907   2.396673  -0.2851356  0.1719047],3,1,0
1970-01-01 00:00:01.250,[-0.2865667  9.5203     2.446267  -0.2513386  0.1180258],3,1,0
1970-01-01 00:00:01.275,[-0.3834593  9.424692   2.548048  -0.1824937  0.1151626],3,1,0
1970-01-01 00:00:01.300,[-0.0242067  9.282965   2.81531   -0.1714017  0.106467 ],3,1,0
1970-01-01 00:00:01.325,[ 0.1809176   9.633202    2.745037   -0.1659506  -0.05989632],3,1,0
1970-01-01 00:00:01.350,[ 0.1717413  9.622587   2.6899    -0.1252717 -0.2114033],3,1,0
1970-01-01 00:00:01.375,[ 0.4772311  9.526739   2.576831  -0.1147173 -0.4524361],3,1,0
1970-01-01 00:00:01.400,[-0.6506793  9.513231   2.810629  -0.1631752 -0.6281852],3,1,0
1970-01-01 00:00:01.425,[-2.214572   9.730905   3.059079  -0.2539823 -0.4469132],3,1,0
1970-01-01 00:00:01.450,[-1.802938   9.252975   3.024837  -0.3109887 -0.1013919],3,1,0
1970-01-01 00:00:01.475,[ 1.23921     9.703392    2.823216   -0.3670726   0.08203601],3,1,0
1970-01-01 00:00:01.500,[ 2.373794   9.612382   3.08047   -0.3774305 -0.1135198],3,1,0
1970-01-01 00:00:01.525,[ 2.373001   8.657086   2.999253  -0.4175642 -0.6615768],3,1,0
1970-01-01 00:00:01.550,[ 0.7969433 10.10817    3.228035  -0.4281    -0.9393372],3,1,0
1970-01-01 00:00:01.575,[-1.25796    7.23691    4.212831  -0.3893103 -0.8920528],3,1,0
1970-01-01 00:00:01.600,[-0.7508269  8.287166   3.667205  -0.5732774 -0.6417952],3,1,0
1970-01-01 00:00:01.625,[-0.4403039  8.908864   3.307424  -0.5892026 -0.3818517],3,1,0
1970-01-01 00:00:01.650,[ 0.7493765  9.689618   3.08693   -0.6364173 -0.1526554],3,1,0
