time_stamp,measurements,Subject,Session,labels
1970-01-01 00:00:00.000,[ 2.431313    9.494781    0.8852188  -0.02897381 -0.02957539],7,3,0
1970-01-01 00:00:00.025,[ 2.100551    9.529173    1.008621   -0.02627835 -0.02364089],7,3,0
1970-01-01 00:00:00.050,[ 2.241413e+00  9.519529e+00  9.592937e-01 -2.560664e-02 -6.381442e-03],7,3,0
1970-01-01 00:00:00.075,[ 2.371111e+00  9.513148e+00  9.674075e-01 -1.955815e-02 -3.671208e-03],7,3,0
1970-01-01 00:00:00.100,[ 2.357445    9.51        0.97       -0.02161897 -0.02041246],7,3,0
1970-01-01 00:00:00.125,[ 2.126399    9.497466    1.038933   -0.01376041 -0.01410063],7,3,0
1970-01-01 00:00:00.150,[ 2.280503e+00  9.508375e+00  1.016499e+00 -5.486955e-03  1.930049e-02],7,3,0
1970-01-01 00:00:00.175,[ 2.514223e+00  9.482889e+00  9.528887e-01 -2.321599e-03  1.533884e-02],7,3,0
1970-01-01 00:00:00.200,[ 2.470626e+00  9.472947e+00  9.670534e-01  1.276858e-03 -6.949041e-03],7,3,0
1970-01-01 00:00:00.225,[ 2.303699e+00  9.487260e+00  9.254795e-01  3.173140e-04 -1.555556e-02],7,3,0
1970-01-01 00:00:00.250,[ 2.317070e+00  9.500000e+00  9.290234e-01 -3.491336e-03 -2.540773e-03],7,3,0
1970-01-01 00:00:00.275,[ 2.342026e+00  9.497974e+00  8.800000e-01 -3.424847e-03  3.424847e-03],7,3,0
1970-01-01 00:00:00.300,[ 2.298752    9.513127    0.9168725  -0.01082341 -0.01293056],7,3,0
1970-01-01 00:00:00.325,[ 2.302555e+00  9.491064e+00  9.431906e-01 -1.111111e-02 -1.530200e-03],7,3,0
1970-01-01 00:00:00.350,[ 2.448395e+00  9.518997e+00  9.789968e-01 -1.355687e-02  5.775813e-03],7,3,0
1970-01-01 00:00:00.375,[ 2.424998    9.49        0.9975057  -0.01117714 -0.0110891 ],7,3,0
1970-01-01 00:00:00.400,[ 2.335122e+00  9.471626e+00  1.029065e+00 -3.497170e-03 -1.333333e-02],7,3,0
1970-01-01 00:00:00.425,[ 2.369116e+00  9.519890e+00  1.039779e+00 -1.663838e-03  2.924447e-03],7,3,0
1970-01-01 00:00:00.450,[2.380000e+00 9.477131e+00 9.818853e-01 4.378682e-03 1.150569e-03],7,3,0
1970-01-01 00:00:00.475,[ 2.232564e+00  9.499145e+00  9.897151e-01  3.459056e-03 -1.654094e-02],7,3,0
1970-01-01 00:00:00.500,[ 2.161392e+00  9.507595e+00  9.748109e-01  5.555556e-03 -1.457625e-03],7,3,0
1970-01-01 00:00:00.525,[2.266164e+00 9.507352e+00 9.079454e-01 9.012435e-03 1.104934e-02],7,3,0
1970-01-01 00:00:00.550,[2.437873e+00 9.501064e+00 9.284046e-01 2.842881e-03 1.627605e-02],7,3,0
1970-01-01 00:00:00.575,[ 2.411030e+00  9.487243e+00  9.662127e-01 -5.337442e-03  4.362267e-04],7,3,0
1970-01-01 00:00:00.600,[ 2.338188e+00  9.500000e+00  9.781884e-01 -1.181395e-03 -7.777778e-03],7,3,0
1970-01-01 00:00:00.625,[2.397912e+00 9.490522e+00 9.689560e-01 1.817509e-03 4.694614e-03],7,3,0
1970-01-01 00:00:00.650,[2.467863e+00 9.500000e+00 9.783976e-01 6.591530e-04 9.654675e-03],7,3,0
1970-01-01 00:00:00.675,[ 2.391831e+00  9.490000e+00  9.305493e-01 -1.111111e-03 -1.294605e-02],7,3,0
1970-01-01 00:00:00.700,[ 2.236632e+00  9.508316e+00  9.841581e-01 -2.158622e-03 -1.034980e-02],7,3,0
1970-01-01 00:00:00.725,[2.380924e+00 9.477930e+00 9.773567e-01 1.040137e-03 1.172540e-02],7,3,0
1970-01-01 00:00:00.750,[ 2.449469e+00  9.489469e+00  9.500000e-01 -1.273786e-03  4.119095e-03],7,3,0
1970-01-01 00:00:00.775,[ 2.374834e+00  9.480000e+00  9.827486e-01  2.177367e-03 -5.510700e-03],7,3,0
1970-01-01 00:00:00.800,[ 2.336298e+00  9.508895e+00  9.748063e-01  2.821299e-04 -4.613722e-03],7,3,0
1970-01-01 00:00:00.825,[2.370346e+00 9.480000e+00 9.296537e-01 7.404798e-04 3.703182e-03],7,3,0
1970-01-01 00:00:00.850,[2.370342e+00 9.490000e+00 9.106850e-01 1.718015e-03 3.436030e-03],7,3,0
1970-01-01 00:00:00.875,[ 2.356750e+00  9.500000e+00  9.947000e-01 -6.396374e-03 -1.156160e-03],7,3,0
1970-01-01 00:00:00.900,[ 2.416601e+00  9.484466e+00  9.689325e-01 -2.359657e-03  4.307010e-03],7,3,0
1970-01-01 00:00:00.925,[ 2.411209e+00  9.480806e+00  9.500000e-01 -4.167943e-03 -6.668369e-03],7,3,0
1970-01-01 00:00:00.950,[ 2.301030e+00  9.500000e+00  9.796136e-01 -7.894260e-03 -1.467741e-02],7,3,0
1970-01-01 00:00:00.975,[ 2.299447e+00  9.500184e+00  1.029263e+00 -1.839933e-03  1.146868e-03],7,3,0
1970-01-01 00:00:01.000,[2.415390e+00 9.473829e+00 1.008438e+00 6.187902e-04 9.135049e-03],7,3,0
1970-01-01 00:00:01.025,[ 2.361999e+00  9.493143e+00  9.400000e-01  1.193922e-03 -9.503132e-03],7,3,0
1970-01-01 00:00:01.050,[ 2.326995e+00  9.486502e+00  9.465023e-01  0.000000e+00 -7.803109e-03],7,3,0
1970-01-01 00:00:01.075,[2.401188e+00 9.482203e+00 9.444061e-01 2.219592e-03 2.222222e-03],7,3,0
1970-01-01 00:00:01.100,[2.426299e+00 9.470000e+00 9.600000e-01 1.115886e-03 4.420572e-03],7,3,0
1970-01-01 00:00:01.125,[ 2.402219e+00  9.500740e+00  9.514794e-01 -2.006972e-03 -3.333333e-03],7,3,0
1970-01-01 00:00:01.150,[ 2.280052e+00  9.470156e+00  9.600000e-01 -7.760279e-04 -1.410936e-02],7,3,0
1970-01-01 00:00:01.175,[2.365390e+00 9.491826e+00 9.309571e-01 1.101405e-03 3.372157e-03],7,3,0
1970-01-01 00:00:01.200,[ 2.423746e+00  9.503746e+00  9.437456e-01 -2.203249e-03  6.676153e-03],7,3,0
1970-01-01 00:00:01.225,[ 2.400156e+00  9.470312e+00  9.896880e-01  1.059633e-03 -1.299121e-02],7,3,0
1970-01-01 00:00:01.250,[ 2.369898e+00  9.480102e+00  1.009898e+00 -1.372352e-03 -1.372553e-02],7,3,0
1970-01-01 00:00:01.275,[ 2.401291e+00  9.474354e+00  9.521772e-01  2.222222e-03 -1.129692e-03],7,3,0
1970-01-01 00:00:01.300,[ 2.383306e+00  9.490000e+00  9.534724e-01  1.097357e-03 -3.388351e-03],7,3,0
1970-01-01 00:00:01.325,[ 2.309537e+00  9.479846e+00  9.700000e-01 -3.046538e-04 -5.573414e-03],7,3,0
1970-01-01 00:00:01.350,[ 2.389191e+00  9.509884e+00  9.303469e-01 -1.952864e-03  3.720530e-03],7,3,0
1970-01-01 00:00:01.375,[ 2.420151e+00  9.470454e+00  9.300000e-01 -3.333333e-03 -3.939063e-03],7,3,0
1970-01-01 00:00:01.400,[ 2.357287e+00  9.473643e+00  9.600000e-01 -5.343530e-03 -6.666667e-03],7,3,0
1970-01-01 00:00:01.425,[ 2.410700e+00  9.495350e+00  9.469747e-01 -1.105079e-02 -2.252383e-03],7,3,0
1970-01-01 00:00:01.450,[ 2.430000e+00  9.508262e+00  9.717383e-01 -7.777101e-03 -4.060851e-06],7,3,0
1970-01-01 00:00:01.475,[ 2.315244    9.48        1.016067   -0.0104432  -0.01422596],7,3,0
1970-01-01 00:00:01.500,[ 2.290000e+00  9.530115e+00  1.049655e+00 -6.666667e-03 -9.317089e-03],7,3,0
1970-01-01 00:00:01.525,[ 2.282477e+00  9.501009e+00  1.016514e+00 -1.263136e-03  7.757700e-04],7,3,0
1970-01-01 00:00:01.550,[2.349158e+00 9.501663e+00 9.583366e-01 2.932298e-03 5.555556e-03],7,3,0
1970-01-01 00:00:01.575,[ 2.356632e+00  9.497789e+00  9.622105e-01  1.073043e-03 -4.425411e-03],7,3,0
1970-01-01 00:00:01.600,[ 2.274668e+00  9.525237e+00  1.020190e+00  1.111111e-03 -1.216130e-02],7,3,0
1970-01-01 00:00:01.625,[ 2.361630e+00  9.472257e+00  9.190283e-01 -1.084999e-03  9.930368e-03],7,3,0
