time_stamp,measurements,Subject,Session,labels
1970-01-01 00:00:00.000,[ 1.243831e+00  9.170092e+00  3.713738e+00  3.270013e-02 -3.022736e-03],1,6,0
1970-01-01 00:00:00.025,[ 1.272543    9.057801    3.673814    0.04322319 -0.02216715],1,6,0
1970-01-01 00:00:00.050,[ 1.252333    8.916331    3.667667    0.04111111 -0.0237097 ],1,6,0
1970-01-01 00:00:00.075,[ 1.156593    9.018938    3.684469    0.0468235  -0.01980915],1,6,0
1970-01-01 00:00:00.100,[ 1.191727    9.004137    3.66        0.04972041 -0.01888647],1,6,0
1970-01-01 00:00:00.125,[ 1.282425    9.193486    3.706212    0.05230747 -0.01552998],1,6,0
1970-01-01 00:00:00.150,[ 1.360875    9.361825    3.675475    0.06519919 -0.01408808],1,6,0
1970-01-01 00:00:00.175,[ 1.394742    8.975566    3.58        0.07411736 -0.01698028],1,6,0
1970-01-01 00:00:00.200,[ 1.322498    8.769704    3.524265    0.07284535 -0.03570069],1,6,0
1970-01-01 00:00:00.225,[ 1.241304    8.958694    3.533478    0.05777778 -0.03207349],1,6,0
1970-01-01 00:00:00.250,[ 1.26        8.976562    3.557813    0.0571647  -0.02950197],1,6,0
1970-01-01 00:00:00.275,[ 1.339928    9.069856    3.559928    0.05869337 -0.02161183],1,6,0
1970-01-01 00:00:00.300,[ 1.337615    8.996193    3.539205    0.06587163 -0.02539268],1,6,0
1970-01-01 00:00:00.325,[ 1.509207    8.643788    3.388193    0.04648159 -0.0224073 ],1,6,0
1970-01-01 00:00:00.350,[ 1.472086    8.558839    3.34372     0.02994176 -0.03705782],1,6,0
1970-01-01 00:00:00.375,[ 1.076010e+00  8.692656e+00  3.515324e+00 -2.306709e-03 -4.103941e-02],1,6,0
1970-01-01 00:00:00.400,[ 1.065663e+00  8.906927e+00  3.547831e+00 -7.960412e-03 -1.463626e-02],1,6,0
1970-01-01 00:00:00.425,[ 1.278068    9.358695    3.533865   -0.01281254  0.01019086],1,6,0
1970-01-01 00:00:00.450,[ 1.184991e+00  9.465003e+00  3.561666e+00 -3.201758e-03 -7.204671e-03],1,6,0
1970-01-01 00:00:00.475,[ 1.098033e+00  9.237700e+00  3.530000e+00  2.785543e-02 -2.911196e-03],1,6,0
1970-01-01 00:00:00.500,[1.25801    8.815283   3.448696   0.02366005 0.01091537],1,6,0
1970-01-01 00:00:00.525,[ 1.289942e+00  8.462270e+00  3.447902e+00  1.967599e-03 -3.414335e-04],1,6,0
1970-01-01 00:00:00.550,[ 1.223329    8.947904    3.565832   -0.00992322 -0.01245255],1,6,0
1970-01-01 00:00:00.575,[ 1.452693e+00  9.574737e+00  3.571920e+00 -2.849842e-03  6.383741e-03],1,6,0
1970-01-01 00:00:00.600,[1.586799e+00 9.263909e+00 3.481785e+00 1.756357e-02 4.585074e-03],1,6,0
1970-01-01 00:00:00.625,[ 1.504481    8.690539    3.392365    0.01777427 -0.02917982],1,6,0
1970-01-01 00:00:00.650,[ 1.462009e+00  8.587336e+00  3.434673e+00  1.855324e-03 -2.500781e-02],1,6,0
1970-01-01 00:00:00.675,[ 1.446885    9.198365    3.542788   -0.01673883 -0.02236655],1,6,0
1970-01-01 00:00:00.700,[ 1.298885    9.445936    3.61741    -0.01500129 -0.03277392],1,6,0
1970-01-01 00:00:00.725,[ 1.447575e+00  9.135151e+00  3.299192e+00  1.179162e-03 -2.548750e-02],1,6,0
1970-01-01 00:00:00.750,[ 1.406449e+00  8.991916e+00  3.317103e+00 -5.773614e-03 -3.400833e-02],1,6,0
1970-01-01 00:00:00.775,[ 1.60613     8.693549    3.214516   -0.03362437 -0.01320587],1,6,0
1970-01-01 00:00:00.800,[ 2.255403e+00  9.007205e+00  3.022112e+00 -7.231525e-02 -7.385258e-03],1,6,0
1970-01-01 00:00:00.825,[ 2.274206    9.203457    3.384859   -0.1052441  -0.06773962],1,6,0
1970-01-01 00:00:00.850,[ 2.388913    8.98326     3.227956   -0.1355167  -0.08760794],1,6,0
1970-01-01 00:00:00.875,[ 1.198919   6.282537   2.75789   -0.2344648 -0.1679401],1,6,0
1970-01-01 00:00:00.900,[ 0.382944   4.275032   2.461258  -0.3406286 -0.1172779],1,6,0
1970-01-01 00:00:00.925,[-1.77705    3.504101   2.818993  -0.6532492  0.3321332],1,6,0
1970-01-01 00:00:00.950,[-0.5230574  5.139636   3.962267  -0.663317   0.7746287],1,6,0
1970-01-01 00:00:00.975,[ 2.270995  10.11318    6.27339   -0.9209609  1.015496 ],1,6,0
1970-01-01 00:00:01.000,[ 3.517129   8.244532   6.956206  -0.967029   0.6983563],1,6,0
1970-01-01 00:00:01.025,[ 7.668999   -1.135302    4.929663   -1.553737   -0.07553005],1,6,0
1970-01-01 00:00:01.050,[ 6.225233 -1.98      5.649093 -2.195082 -1.028682],1,6,0
1970-01-01 00:00:01.075,[ 1.517101  3.165144  7.65898  -3.014487 -1.297278],1,6,0
1970-01-01 00:00:01.100,[ 1.617927  6.824537  8.502635 -3.079921 -0.671867],1,6,0
1970-01-01 00:00:01.125,[ 6.551312   11.52557     7.497155   -2.80714     0.02118675],1,6,0
1970-01-01 00:00:01.150,[ 5.345327  13.38918    7.70007   -2.363003  -0.6395977],1,6,0
1970-01-01 00:00:01.175,[ 1.417296e-03  1.610364e+01  7.152283e+00 -1.451615e+00 -1.270991e+00],1,6,0
1970-01-01 00:00:01.200,[-1.499925  21.69217    8.306994  -0.8095774 -1.139791 ],1,6,0
1970-01-01 00:00:01.225,[-2.171921  17.00104    9.384276   0.1617589 -0.2748035],1,6,0
1970-01-01 00:00:01.250,[-0.7511369  -0.03192754  4.263892    0.3260288   0.1579358 ],1,6,0
1970-01-01 00:00:01.275,[ 1.774625   -2.887967    6.81512    -0.08107847  0.5803762 ],1,6,0
1970-01-01 00:00:01.300,[ 7.141939  10.6075     9.035539  -0.3952353  0.8048904],1,6,0
1970-01-01 00:00:01.325,[ 5.411123   11.2003      9.37126     0.07851725 -0.2822678 ],1,6,0
1970-01-01 00:00:01.350,[ 2.336939   4.769033   8.796316   0.3516148 -0.4627065],1,6,0
1970-01-01 00:00:01.375,[2.638974  4.947153  8.172158  0.3577723 0.1092286],1,6,0
1970-01-01 00:00:01.400,[4.830457  8.194676  8.813361  0.3976548 0.2815347],1,6,0
1970-01-01 00:00:01.425,[ 4.281343   8.350806   8.427252   0.6008305 -0.1068922],1,6,0
1970-01-01 00:00:01.450,[ 2.203736   5.869531   8.269432   0.7364902 -0.2235177],1,6,0
1970-01-01 00:00:01.475,[3.072841   6.295299   8.350857   0.8190723  0.08127524],1,6,0
1970-01-01 00:00:01.500,[4.528344  6.725705  8.287361  0.9118642 0.1248985],1,6,0
1970-01-01 00:00:01.525,[ 3.773771   7.72014    6.477651   1.11991   -0.1719237],1,6,0
1970-01-01 00:00:01.550,[ 2.369284   4.674808   8.122564   1.292556  -0.4938237],1,6,0
1970-01-01 00:00:01.575,[ 7.296456   2.361421   6.157439   0.9714982 -0.3266228],1,6,0
1970-01-01 00:00:01.600,[13.02843    6.55958    3.684291   0.7300761 -1.112805 ],1,6,0
1970-01-01 00:00:01.625,[ 2.892095   9.893013   4.227319   0.5468088 -3.69334  ],1,6,0
1970-01-01 00:00:01.650,[-4.538557   9.566514   3.888719   0.6790029 -3.719696 ],1,6,0
1970-01-01 00:00:01.675,[-9.969321  8.737591  2.648654  1.142983 -2.052306],1,6,0
1970-01-01 00:00:01.700,[-7.881407   4.011305   8.189372   0.8820259 -0.7830151],1,6,0
1970-01-01 00:00:01.725,[-7.199274   4.635037   4.381101   0.2776143  0.9648433],1,6,0
1970-01-01 00:00:01.750,[-3.07414   12.04129    5.284563   0.4054595  1.502662 ],1,6,0
1970-01-01 00:00:01.775,[1.609228  8.403507  3.129743  0.5954455 1.297367 ],1,6,0
1970-01-01 00:00:01.800,[3.145669  8.338639  3.723176  0.4956915 1.021845 ],1,6,0
1970-01-01 00:00:01.825,[2.152133  7.75259   3.89803   0.398306  0.3737668],1,6,0
1970-01-01 00:00:01.850,[1.416157  8.888068  4.028957  0.2708463 0.3145327],1,6,0
1970-01-01 00:00:01.875,[1.770298  9.001089  4.430893  0.2377202 0.3265469],1,6,0
1970-01-01 00:00:01.900,[2.225714  8.779285  4.336225  0.2303453 0.1803652],1,6,0
1970-01-01 00:00:01.925,[ 1.061978   9.040538   4.058655   0.2511148 -0.3801692],1,6,0
1970-01-01 00:00:01.950,[ 0.1162911  9.122491   4.178726   0.2631536 -0.661361 ],1,6,0
1970-01-01 00:00:01.975,[-0.7135269  8.314274   3.954564   0.2895299 -0.5697713],1,6,0
1970-01-01 00:00:02.000,[-0.9545041  8.990577   3.961569   0.240116  -0.4745105],1,6,0
