time_stamp,measurements,Subject,Session,labels
1970-01-01 00:00:00.000,[ 1.350392e+00  9.287190e+00 -2.773595e+00  5.012107e-03 -5.595912e-04],7,2,0
1970-01-01 00:00:00.025,[ 1.360000e+00  9.275639e+00 -2.784361e+00  4.020877e-03 -1.534678e-03],7,2,0
1970-01-01 00:00:00.050,[ 1.351895e+00  9.275947e+00 -2.738105e+00  6.397707e-04 -2.693563e-03],7,2,0
1970-01-01 00:00:00.075,[ 1.340000e+00  9.295984e+00 -2.749344e+00  2.222222e-03  1.608687e-03],7,2,0
1970-01-01 00:00:00.100,[ 1.360013e+00  9.303338e+00 -2.756675e+00  1.156198e-03  3.310790e-03],7,2,0
1970-01-01 00:00:00.125,[ 1.36020e+00  9.27490e+00 -2.76020e+00  0.00000e+00 -1.47302e-03],7,2,0
1970-01-01 00:00:00.150,[ 1.354876e+00  9.290000e+00 -2.775373e+00 -1.111111e-03  2.084531e-03],7,2,0
1970-01-01 00:00:00.175,[ 1.380000e+00  9.282501e+00 -2.755003e+00 -5.969365e-04  1.625286e-03],7,2,0
1970-01-01 00:00:00.200,[ 1.356492e+00  9.293508e+00 -2.742983e+00  1.180369e-03  6.594417e-04],7,2,0
1970-01-01 00:00:00.225,[ 1.370000e+00  9.284950e+00 -2.769866e+00 -1.111111e-03  2.839859e-03],7,2,0
1970-01-01 00:00:00.250,[ 1.356967e+00  9.280000e+00 -2.796967e+00  4.121804e-03 -4.295655e-04],7,2,0
1970-01-01 00:00:00.275,[ 1.340036e+00  9.280000e+00 -2.780036e+00 -2.711029e-03 -1.111111e-03],7,2,0
1970-01-01 00:00:00.300,[ 1.343326e+00  9.290022e+00 -2.760000e+00 -1.685730e-03  1.187366e-03],7,2,0
1970-01-01 00:00:00.325,[ 1.387676e+00  9.282324e+00 -2.770000e+00 -3.496883e-03  2.549322e-03],7,2,0
1970-01-01 00:00:00.350,[ 1.380000e+00  9.253646e+00 -2.749062e+00 -2.555001e-03  1.390275e-03],7,2,0
1970-01-01 00:00:00.375,[ 1.355724e+00  9.267171e+00 -2.765724e+00  3.323094e-03 -7.074581e-03],7,2,0
1970-01-01 00:00:00.400,[ 1.355321e+00  9.280000e+00 -2.770000e+00  6.279997e-04 -2.897764e-04],7,2,0
1970-01-01 00:00:00.425,[ 1.381270e+00  9.291270e+00 -2.780000e+00  1.377875e-03  8.443471e-04],7,2,0
1970-01-01 00:00:00.450,[ 1.376166e+00  9.282332e+00 -2.778498e+00  1.126021e-04 -4.444444e-03],7,2,0
1970-01-01 00:00:00.475,[ 1.356165e+00  9.290000e+00 -2.766989e+00  1.458279e-03 -1.128513e-03],7,2,0
1970-01-01 00:00:00.500,[ 1.360000e+00  9.284143e+00 -2.762430e+00  9.153803e-04 -4.356140e-04],7,2,0
1970-01-01 00:00:00.525,[ 1.355928e+00  9.291855e+00 -2.777783e+00 -1.575922e-03 -3.979633e-03],7,2,0
1970-01-01 00:00:00.550,[ 1.350000e+00  9.278287e+00 -2.764860e+00 -2.898471e-03 -1.111111e-03],7,2,0
1970-01-01 00:00:00.575,[ 1.384435e+00  9.281129e+00 -2.758871e+00  3.139003e-03 -6.759640e-04],7,2,0
1970-01-01 00:00:00.600,[ 1.374750e+00  9.300000e+00 -2.755751e+00  1.671585e-03  2.599151e-03],7,2,0
1970-01-01 00:00:00.625,[ 1.365670e+00  9.285670e+00 -2.778659e+00  1.388052e-03 -1.528196e-03],7,2,0
1970-01-01 00:00:00.650,[ 1.344337e+00  9.302169e+00 -2.758675e+00  1.785766e-03  0.000000e+00],7,2,0
1970-01-01 00:00:00.675,[ 1.358542e+00  9.280000e+00 -2.822915e+00  1.328564e-03  1.992847e-03],7,2,0
1970-01-01 00:00:00.700,[ 1.354460e+00  9.276307e+00 -2.822614e+00  6.840602e-04 -1.965213e-03],7,2,0
1970-01-01 00:00:00.725,[ 1.327565e+00  9.292435e+00 -2.812695e+00 -6.004966e-03  2.859092e-03],7,2,0
