time_stamp,measurements,Subject,Session,labels
1970-01-01 00:00:00.000,"[4.435275, 8.196063, 2.974488, 0.01421523]",1,1,0
1970-01-01 00:00:00.025,"[4.18692, 8.344455, 2.908057, 0.005770759]",1,1,0
1970-01-01 00:00:00.050,"[4.544637, 8.408659, 2.89, 0.007967429]",1,1,0
1970-01-01 00:00:00.075,"[4.849308, 8.411614, 2.900692, 0.02777778]",1,1,0
1970-01-01 00:00:00.100,"[4.50919, 8.118649, 2.847298, 0.02157696]",1,1,0
1970-01-01 00:00:00.125,"[4.226515, 8.273807, 2.851742, 0.01253351]",1,1,0
1970-01-01 00:00:00.150,"[4.532063, 8.398341, 2.856682, 0.01448428]",1,1,0
1970-01-01 00:00:00.175,"[4.433669, 8.294719, 2.823521, 0.01633966]",1,1,0
1970-01-01 00:00:00.200,"[4.160676, 8.260676, 2.827568, 0.01122162]",1,1,0
1970-01-01 00:00:00.225,"[4.432763, 8.272613, 2.79005, -0.002714629]",1,1,0
1970-01-01 00:00:00.250,"[4.511362, 8.256774, 2.820538, -0.002247848]",1,1,0
1970-01-01 00:00:00.275,"[4.098018, 8.154184, 2.901101, -0.01041791]",1,1,0
1970-01-01 00:00:00.300,"[3.931769, 8.203628, 2.958186, -0.01523183]",1,1,0
1970-01-01 00:00:00.325,"[4.524325, 8.446963, 2.874356, -0.003437972]",1,1,0
1970-01-01 00:00:00.350,"[4.615744, 8.385348, 2.782674, -0.002789545]",1,1,0
1970-01-01 00:00:00.375,"[4.392814, 8.239121, 2.830176, 0.001527426]",1,1,0
1970-01-01 00:00:00.400,"[4.633221, 8.197211, 2.872404, -0.006495154]",1,1,0
1970-01-01 00:00:00.425,"[4.788242, 8.201208, 2.805275, -0.009607516]",1,1,0
1970-01-01 00:00:00.450,"[4.751849, 8.22, 2.847035, -0.01233031]",1,1,0
1970-01-01 00:00:00.475,"[4.612801, 8.29, 2.845603, -0.004444444]",1,1,0
1970-01-01 00:00:00.500,"[4.60388, 8.246231, 2.87694, -0.0005024171]",1,1,0
1970-01-01 00:00:00.525,"[4.524343, 8.11697, 2.89303, -0.02068526]",1,1,0
1970-01-01 00:00:00.550,"[4.692491, 8.268612, 2.89, -0.02870572]",1,1,0
1970-01-01 00:00:00.575,"[4.368817, 8.431598, 2.928402, -0.01207577]",1,1,0
1970-01-01 00:00:00.600,"[4.317462, 8.435075, 2.906269, 0.002502284]",1,1,0
1970-01-01 00:00:00.625,"[4.474315, 8.145685, 2.885394, 0.004275253]",1,1,0
1970-01-01 00:00:00.650,"[4.495308, 8.13428, 2.904692, -0.0097452]",1,1,0
1970-01-01 00:00:00.675,"[4.377758, 8.317152, 2.928363, -0.01109587]",1,1,0
1970-01-01 00:00:00.700,"[4.469736, 8.229736, 2.931542, 0.0001850715]",1,1,0
1970-01-01 00:00:00.725,"[4.672366, 8.348441, 2.880753, 0.006626826]",1,1,0
1970-01-01 00:00:00.750,"[4.648427, 8.259213, 2.862157, 0.0092075]",1,1,0
1970-01-01 00:00:00.775,"[4.527203, 8.179598, 2.863199, -0.005440673]",1,1,0
1970-01-01 00:00:00.800,"[4.516338, 8.297325, 2.893662, -0.008530729]",1,1,0
1970-01-01 00:00:00.825,"[4.526018, 8.31, 2.86, -0.00912185]",1,1,0
1970-01-01 00:00:00.850,"[4.440217, 8.223478, 2.883261, 0.0006538839]",1,1,0
1970-01-01 00:00:00.875,"[4.431044, 8.339478, 2.881044, -0.001124993]",1,1,0
1970-01-01 00:00:00.900,"[4.525374, 8.304626, 2.94, 0.001334474]",1,1,0
1970-01-01 00:00:00.925,"[4.338108, 8.155946, 2.96, -0.005707031]",1,1,0
1970-01-01 00:00:00.950,"[4.411153, 8.23682, 2.91318, -0.01111111]",1,1,0
1970-01-01 00:00:00.975,"[4.414446, 8.117113, 2.906443, -0.006446405]",1,1,0
1970-01-01 00:00:01.000,"[4.462927, 8.435732, 2.908089, -0.01374836]",1,1,0
1970-01-01 00:00:01.025,"[4.555876, 8.301752, 2.88531, -0.002222222]",1,1,0
1970-01-01 00:00:01.050,"[4.53317, 8.26, 2.88, -0.002818596]",1,1,0
1970-01-01 00:00:01.075,"[4.403646, 8.14339, 2.903305, -0.002708765]",1,1,0
1970-01-01 00:00:01.100,"[4.323595, 8.217769, 2.915827, -0.0137073]",1,1,0
1970-01-01 00:00:01.125,"[4.594754, 8.446906, 2.893094, -0.01833743]",1,1,0
1970-01-01 00:00:01.150,"[4.536194, 8.208259, 2.931741, -0.007903041]",1,1,0
1970-01-01 00:00:01.175,"[4.471175, 8.289765, 2.95, -0.002857862]",1,1,0
1970-01-01 00:00:01.200,"[4.338848, 8.258848, 2.971152, -0.005915899]",1,1,0
1970-01-01 00:00:01.225,"[4.428773, 8.337755, 2.941018, -0.008397248]",1,1,0
1970-01-01 00:00:01.250,"[4.413227, 8.323162, 2.926645, -0.005264989]",1,1,0
1970-01-01 00:00:01.275,"[4.412504, 8.224583, 2.929165, 4.65025e-05]",1,1,0
1970-01-01 00:00:01.300,"[4.333198, 8.247868, 2.966802, -0.007417132]",1,1,0
1970-01-01 00:00:01.325,"[4.474611, 8.253397, 2.92, -0.01104256]",1,1,0
1970-01-01 00:00:01.350,"[4.59996, 8.323387, 2.93, -0.01086915]",1,1,0
1970-01-01 00:00:01.375,"[4.600449, 8.308427, 2.913596, -0.009281195]",1,1,0
1970-01-01 00:00:01.400,"[4.44683, 8.20634, 2.97317, 0.001049119]",1,1,0
1970-01-01 00:00:01.425,"[4.614318, 8.197159, 2.941478, 0.001618543]",1,1,0
1970-01-01 00:00:01.450,"[4.578593, 8.282889, 2.95, -0.0009656762]",1,1,0
1970-01-01 00:00:01.475,"[4.525329, 8.293128, 2.907181, 0.0]",1,1,0
1970-01-01 00:00:01.500,"[4.393207, 8.293207, 2.933396, 0.003590432]",1,1,0
1970-01-01 00:00:01.525,"[4.452739, 8.238216, 2.902739, 0.0005318002]",1,1,0
1970-01-01 00:00:01.550,"[4.493796, 8.292408, 2.943796, 0.001270012]",1,1,0
1970-01-01 00:00:01.575,"[4.378362, 8.325244, 2.96, -0.0009216912]",1,1,0
1970-01-01 00:00:01.600,"[4.290523, 8.364736, 2.921579, 0.002222222]",1,1,0
1970-01-01 00:00:01.625,"[4.490514, 8.278084, 2.930467, 0.009337251]",1,1,0
1970-01-01 00:00:01.650,"[4.557312, 8.131937, 2.89, 0.005353403]",1,1,0
1970-01-01 00:00:01.675,"[4.34524, 8.307605, 2.919521, -0.0003624624]",1,1,0
1970-01-01 00:00:01.700,"[4.366484, 8.39189, 2.91, -0.005620686]",1,1,0
1970-01-01 00:00:01.725,"[4.477341, 8.325502, 2.886421, 0.005555556]",1,1,0
1970-01-01 00:00:01.750,"[4.526727, 8.123637, 2.875818, 0.00256429]",1,1,0
1970-01-01 00:00:01.775,"[4.322576, 8.252272, 2.93, -0.007777778]",1,1,0
1970-01-01 00:00:01.800,"[4.377197, 8.352399, 2.940404, -0.009345615]",1,1,0
1970-01-01 00:00:01.825,"[4.354675, 8.272987, 2.938506, -0.004444444]",1,1,0
1970-01-01 00:00:01.850,"[4.30579, 8.33684, 2.95579, -0.004444444]",1,1,0
1970-01-01 00:00:01.875,"[4.343136, 8.260591, 2.921568, 0.0]",1,1,0
1970-01-01 00:00:01.900,"[4.392762, 8.23381, 2.915524, -0.005442246]",1,1,0
1970-01-01 00:00:01.925,"[4.328734, 8.270569, 2.923101, -0.008649909]",1,1,0
1970-01-01 00:00:01.950,"[4.354028, 8.381945, 2.922083, -0.01111111]",1,1,0
1970-01-01 00:00:01.975,"[4.435134, 8.32911, 2.93, -0.007777778]",1,1,0
1970-01-01 00:00:02.000,"[4.581727, 8.247937, 2.898969, -0.007306806]",1,1,0
1970-01-01 00:00:02.025,"[4.545952, 8.234048, 2.875952, -0.02126209]",1,1,0
1970-01-01 00:00:02.050,"[4.513528, 8.262157, 2.917726, -0.02580295]",1,1,0
1970-01-01 00:00:02.075,"[4.309071, 8.315814, 2.967443, -0.02444444]",1,1,0
1970-01-01 00:00:02.100,"[4.316402, 8.406963, 2.970561, -0.02825911]",1,1,0
1970-01-01 00:00:02.125,"[4.40769, 8.364612, 2.962307, -0.01151424]",1,1,0
1970-01-01 00:00:02.150,"[4.285468, 8.186403, 2.949065, -0.01306545]",1,1,0
1970-01-01 00:00:02.175,"[4.236016, 8.230199, 3.065817, -0.02444444]",1,1,0
1970-01-01 00:00:02.200,"[4.396114, 8.414411, 3.036943, -0.03012619]",1,1,0
1970-01-01 00:00:02.225,"[4.366543, 8.464691, 3.000617, -0.009253932]",1,1,0
1970-01-01 00:00:02.250,"[4.343174, 8.241461, 2.985365, -0.006111264]",1,1,0
1970-01-01 00:00:02.275,"[4.397996, 8.166012, 2.99, -0.004814993]",1,1,0
1970-01-01 00:00:02.300,"[4.352508, 8.212476, 3.024995, -0.01528616]",1,1,0
1970-01-01 00:00:02.325,"[4.42389, 8.518587, 3.025303, -0.009959633]",1,1,0
1970-01-01 00:00:02.350,"[4.425658, 8.398553, 2.955921, -0.001952722]",1,1,0
1970-01-01 00:00:02.375,"[4.31, 8.181582, 2.914747, 0.005774474]",1,1,0
1970-01-01 00:00:02.400,"[4.327069, 8.215861, 3.02, -0.004049848]",1,1,0
1970-01-01 00:00:02.425,"[4.245349, 8.310291, 3.04, -0.01175292]",1,1,0
1970-01-01 00:00:02.450,"[4.296541, 8.499526, 2.998389, -0.01090251]",1,1,0
1970-01-01 00:00:02.475,"[4.277284, 8.353045, 2.96, 0.007731226]",1,1,0
1970-01-01 00:00:02.500,"[4.263094, 8.243402, 2.95, 0.008987223]",1,1,0
1970-01-01 00:00:02.525,"[4.369028, 8.186458, 2.988229, -0.004148282]",1,1,0
1970-01-01 00:00:02.550,"[4.420728, 8.33318, 2.999272, -0.007777778]",1,1,0
1970-01-01 00:00:02.575,"[4.326337, 8.549373, 3.010892, -0.002572791]",1,1,0
1970-01-01 00:00:02.600,"[4.252558, 8.354219, 2.939668, 0.01214873]",1,1,0
1970-01-01 00:00:02.625,"[4.401874, 8.069063, 2.915468, -0.002909348]",1,1,0
1970-01-01 00:00:02.650,"[4.345819, 8.143712, 2.964649, -0.0121679]",1,1,0
1970-01-01 00:00:02.675,"[4.294622, 8.480252, 3.085126, -0.01281677]",1,1,0
1970-01-01 00:00:02.700,"[4.359801, 8.520765, 3.0, -0.003239667]",1,1,0
1970-01-01 00:00:02.725,"[4.220239, 8.19504, 2.98008, 0.006666667]",1,1,0
1970-01-01 00:00:02.750,"[4.260358, 8.180537, 2.999821, -0.003884876]",1,1,0
1970-01-01 00:00:02.775,"[4.250111, 8.406178, 3.027978, -0.01424582]",1,1,0
1970-01-01 00:00:02.800,"[4.334261, 8.519304, 3.003565, -0.007142769]",1,1,0
1970-01-01 00:00:02.825,"[4.264851, 8.388806, 2.974851, -0.001407913]",1,1,0
1970-01-01 00:00:02.850,"[4.310754, 8.176607, 3.004812, 0.008354895]",1,1,0
1970-01-01 00:00:02.875,"[4.266279, 8.218024, 3.038566, -0.01333333]",1,1,0
1970-01-01 00:00:02.900,"[4.283885, 8.409172, 3.030414, -0.01001837]",1,1,0
1970-01-01 00:00:02.925,"[4.45, 8.359335, 2.969867, -0.002658986]",1,1,0
1970-01-01 00:00:02.950,"[4.385506, 8.224494, 2.934494, 0.002133656]",1,1,0
1970-01-01 00:00:02.975,"[4.204696, 8.13749, 2.986559, -0.004444444]",1,1,0
1970-01-01 00:00:03.000,"[4.358025, 8.39092, 3.032895, -0.01440404]",1,1,0
1970-01-01 00:00:03.025,"[4.423649, 8.487964, 3.01614, 8.46526e-05]",1,1,0
1970-01-01 00:00:03.050,"[4.229306, 8.202573, 2.979306, 0.00860804]",1,1,0
1970-01-01 00:00:03.075,"[4.221227, 8.198421, 3.006841, -0.013842]",1,1,0
1970-01-01 00:00:03.100,"[4.265103, 8.31134, 3.043557, -0.02057028]",1,1,0
1970-01-01 00:00:03.125,"[4.207254, 8.552418, 3.056557, -0.02076564]",1,1,0
1970-01-01 00:00:03.150,"[4.231859, 8.455662, 3.07531, -0.006513207]",1,1,0
1970-01-01 00:00:03.175,"[4.402496, 8.19, 3.039994, -0.002222222]",1,1,0
1970-01-01 00:00:03.200,"[4.298985, 8.25, 3.066328, -0.007777778]",1,1,0
1970-01-01 00:00:03.225,"[4.200087, 8.399652, 3.020348, -0.01248022]",1,1,0
1970-01-01 00:00:03.250,"[4.379582, 8.520279, 3.034652, -0.01016442]",1,1,0
1970-01-01 00:00:03.275,"[4.393951, 8.268159, 2.992896, 0.002342321]",1,1,0
1970-01-01 00:00:03.300,"[4.260477, 8.235758, 2.99368, -0.008447472]",1,1,0
1970-01-01 00:00:03.325,"[4.295328, 8.284016, 3.048032, -0.01148509]",1,1,0
1970-01-01 00:00:03.350,"[4.267498, 8.298608, 3.075833, -0.01555556]",1,1,0
1970-01-01 00:00:03.375,"[4.255381, 8.430762, 3.09, -0.004953752]",1,1,0
1970-01-01 00:00:03.400,"[4.241616, 8.368384, 3.076128, -0.00120271]",1,1,0
1970-01-01 00:00:03.425,"[4.222945, 8.22137, 3.042945, -0.002222222]",1,1,0
1970-01-01 00:00:03.450,"[4.255367, 8.324633, 3.09, -0.008552187]",1,1,0
1970-01-01 00:00:03.475,"[4.275989, 8.504974, 3.114011, -0.003311163]",1,1,0
1970-01-01 00:00:03.500,"[4.119288, 8.41274, 3.14726, 0.01221827]",1,1,0
1970-01-01 00:00:03.525,"[4.159436, 8.164915, 3.025197, 0.01492362]",1,1,0
1970-01-01 00:00:03.550,"[4.428896, 8.312226, 2.987774, 0.001207539]",1,1,0
1970-01-01 00:00:03.575,"[4.40911, 8.390712, 2.944733, -0.00193181]",1,1,0
1970-01-01 00:00:03.600,"[4.214988, 8.452665, 3.012005, 0.0006540403]",1,1,0
1970-01-01 00:00:03.625,"[4.046836, 8.310334, 3.013831, 0.008087009]",1,1,0
1970-01-01 00:00:03.650,"[3.850698, 8.411485, 2.955742, 0.009365709]",1,1,0
1970-01-01 00:00:03.675,"[3.811802, 8.572346, 2.942926, 0.01333333]",1,1,0
1970-01-01 00:00:03.700,"[4.64797, 8.715267, 2.766691, 0.0160408]",1,1,0
1970-01-01 00:00:03.725,"[3.720657, 8.684844, 2.9, 0.02614393]",1,1,0
1970-01-01 00:00:03.750,"[4.048393, 7.814822, 2.705201, 0.04810129]",1,1,0
1970-01-01 00:00:03.775,"[5.499378, 8.191925, 2.79472, -0.003533879]",1,1,0
1970-01-01 00:00:03.800,"[4.308174, 8.428188, 3.236391, 0.003309583]",1,1,0
1970-01-01 00:00:03.825,"[3.90355, 8.078126, 3.295514, 0.02275586]",1,1,0
1970-01-01 00:00:03.850,"[4.179448, 7.825927, 3.285741, 0.009362824]",1,1,0
1970-01-01 00:00:03.875,"[5.088889, 7.979815, 3.364815, 0.009511907]",1,1,0
1970-01-01 00:00:03.900,"[4.920429, 8.524794, 3.363482, 0.02466947]",1,1,0
1970-01-01 00:00:03.925,"[4.414949, 8.459311, 3.607959, 0.1191132]",1,1,0
1970-01-01 00:00:03.950,"[4.218573, 7.732567, 3.452428, 0.1537043]",1,1,0
1970-01-01 00:00:03.975,"[4.662646, 7.830116, 3.676023, 0.184162]",1,1,0
1970-01-01 00:00:04.000,"[2.770214, 8.468555, 3.638555, 0.2163152]",1,1,0
1970-01-01 00:00:04.025,"[4.931522, 8.394891, 3.084601, 0.2511111]",1,1,0
1970-01-01 00:00:04.050,"[5.332809, 8.354158, 2.852585, 0.2503257]",1,1,0
1970-01-01 00:00:04.075,"[4.978148, 8.196296, 2.520953, 0.2213974]",1,1,0
1970-01-01 00:00:04.100,"[5.59633, 8.13983, 2.397287, 0.2109061]",1,1,0
1970-01-01 00:00:04.125,"[5.374185, 8.248404, 2.107057, 0.1932662]",1,1,0
1970-01-01 00:00:04.150,"[4.725507, 8.205848, 2.119238, 0.1824293]",1,1,0
1970-01-01 00:00:04.175,"[4.14655, 8.194425, 2.341325, 0.1558644]",1,1,0
1970-01-01 00:00:04.200,"[4.181651, 8.231651, 2.490825, 0.1298658]",1,1,0
1970-01-01 00:00:04.225,"[3.850638, 8.441107, 2.840469, 0.1189867]",1,1,0
1970-01-01 00:00:04.250,"[4.359005, 8.746399, 3.042155, 0.1319747]",1,1,0
1970-01-01 00:00:04.275,"[4.709446, 8.971237, 2.857809, 0.1611167]",1,1,0
1970-01-01 00:00:04.300,"[3.667298, 8.455406, 2.857568, 0.2218869]",1,1,0
1970-01-01 00:00:04.325,"[3.477664, 8.153879, 2.943107, 0.2216109]",1,1,0
1970-01-01 00:00:04.350,"[4.086684, 8.249801, 2.98788, 0.2118438]",1,1,0
1970-01-01 00:00:04.375,"[5.005292, 8.287671, 3.135728, 0.195255]",1,1,0
1970-01-01 00:00:04.400,"[4.857546, 8.742454, 3.130491, 0.1822222]",1,1,0
1970-01-01 00:00:04.425,"[4.381651, 8.504299, 3.034549, 0.2176859]",1,1,0
1970-01-01 00:00:04.450,"[4.596148, 8.476962, 2.874665, 0.2180765]",1,1,0
1970-01-01 00:00:04.475,"[4.162295, 8.293263, 2.596737, 0.2029268]",1,1,0
1970-01-01 00:00:04.500,"[3.603918, 8.329376, 2.616932, 0.1854757]",1,1,0
1970-01-01 00:00:04.525,"[3.014639, 8.481238, 2.881959, 0.1724706]",1,1,0
1970-01-01 00:00:04.550,"[3.444264, 8.66539, 2.987078, 0.1647935]",1,1,0
1970-01-01 00:00:04.575,"[4.113255, 9.033087, 3.250285, 0.2005469]",1,1,0
1970-01-01 00:00:04.600,"[4.308396, 8.813921, 3.118673, 0.2260967]",1,1,0
1970-01-01 00:00:04.625,"[3.431482, 8.23802, 3.21735, 0.2728677]",1,1,0
1970-01-01 00:00:04.650,"[3.116042, 8.128601, 3.27256, 0.2978893]",1,1,0
1970-01-01 00:00:04.675,"[2.969744, 8.193847, 3.005641, 0.2810457]",1,1,0
1970-01-01 00:00:04.700,"[2.740719, 8.508048, 2.830103, 0.2752536]",1,1,0
1970-01-01 00:00:04.725,"[2.379819, 8.964622, 2.574079, 0.2835991]",1,1,0
1970-01-01 00:00:04.750,"[1.889617, 9.413461, 2.461154, 0.3085984]",1,1,0
1970-01-01 00:00:04.775,"[1.901418, 9.39647, 2.347371, 0.3793327]",1,1,0
1970-01-01 00:00:04.800,"[1.956762, 9.384477, 2.221906, 0.4075771]",1,1,0
1970-01-01 00:00:04.825,"[1.29787, 9.018853, 1.980164, 0.4204164]",1,1,0
1970-01-01 00:00:04.850,"[0.777927, 8.687177, 1.95075, 0.4121882]",1,1,0
1970-01-01 00:00:04.875,"[1.25297, 8.442978, 1.994044, 0.3800799]",1,1,0
1970-01-01 00:00:04.900,"[2.461209, 9.374768, 1.787794, 0.3429098]",1,1,0
1970-01-01 00:00:04.925,"[2.482339, 9.81, 1.349677, 0.3495935]",1,1,0
1970-01-01 00:00:04.950,"[1.567434, 9.553877, 1.230107, 0.3646989]",1,1,0
1970-01-01 00:00:04.975,"[0.06226715, 8.830781, 1.231562, 0.331132]",1,1,0
1970-01-01 00:00:05.000,"[0.5647113, 8.40836, 1.343949, 0.3129744]",1,1,0
1970-01-01 00:00:05.025,"[1.621812, 9.195235, 1.178591, 0.2400548]",1,1,0
1970-01-01 00:00:05.050,"[1.858014, 15.39158, 0.3753309, 0.2151143]",1,1,0
1970-01-01 00:00:05.075,"[-0.1529701, 9.927669, 0.9342307, 0.708893]",1,1,0
1970-01-01 00:00:05.100,"[1.504024, 7.701431, 0.791789, 0.5912752]",1,1,0
1970-01-01 00:00:05.125,"[3.758386, 8.898011, 0.3729683, 0.462585]",1,1,0
